 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -7.11011260e-01 3.79858554e-03 2.35317503e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 2.20875784e-01 3.60222076e-03 1.69253161e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 7.99713133e-01 -5.34997244e-03 -5.26122279e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.01866336e+00 -1.03369664e-02 -2.13022238e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -2.78042825e+00 -9.93185879e-03 7.20908815e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.90460655e+00 2.80572517e-04 -3.56473084e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -2.81613078e+00 -2.43082752e-03 2.51117210e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 2.43388915e-01 -2.36124890e-04 -5.07514006e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 3.37371274e-01 8.33948909e-03 7.89207321e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -6.41348611e-01 -2.75868644e-03 5.86250484e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -1.08086219e+00 -7.90947480e-03 -2.94339261e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -5.13049190e-02 9.30582342e-04 8.34679859e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.09570220e-02 1.42990641e-03 1.11031988e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.64018889e+00 3.90716999e-03 -1.25922699e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -8.17527212e-01 -4.02139079e-03 -1.47517426e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.47866073e+00 8.60136682e-04 -3.11459169e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.26069832e+00 7.39363527e-04 3.98189470e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -7.03830136e-01 -4.15867247e-03 6.87547807e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.85715213e+00 8.51754818e-03 -1.36241242e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -9.93377643e-01 -6.57579415e-03 -3.25421344e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 8.18113614e-01 -2.79937994e-03 8.06016305e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -1.82292824e+00 -3.90980900e-03 6.01547953e+01 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.35830772e-02 6.63291923e-03 4.73751187e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 8.36072347e-01 -4.39626912e-03 -1.13243804e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 1.33613511e+00 -2.36672023e-03 -4.22740917e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -7.50879676e-01 3.31143075e-03 -1.23472803e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 -4.62267939e-01 5.65658604e-03 -2.67325948e+02 1.37000000e+01
 0.00000000e+00 0.00000000e+00 9.78196832e-01 -6.49230097e-03 3.50691741e+02 1.37000000e+01
